Measure #0 from set 1 [2 --> 1], RSSI = -36
Measure #516 from set 1 [2 --> 1], RSSI = -39
Measure #517 from set 1 [1 --> 2], RSSI = -37
Measure #517 from set 1 [2 --> 1], RSSI = -41
Measure #518 from set 1 [1 --> 2], RSSI = -39
Measure #518 from set 1 [2 --> 1], RSSI = -38
Measure #519 from set 1 [1 --> 2], RSSI = -34
Measure #519 from set 1 [2 --> 1], RSSI = -37
Measure #520 from set 1 [1 --> 2], RSSI = -35
Measure #520 from set 1 [2 --> 1], RSSI = -37
Measure #521 from set 1 [1 --> 2], RSSI = -33
Measure #521 from set 1 [2 --> 1], RSSI = -40
Measure #522 from set 1 [1 --> 2], RSSI = -39
Measure #522 from set 1 [2 --> 1], RSSI = -37
Measure #523 from set 1 [1 --> 2], RSSI = -33
Measure #523 from set 1 [2 --> 1], RSSI = -35
Measure #524 from set 1 [1 --> 2], RSSI = -31
Measure #524 from set 1 [2 --> 1], RSSI = -44
Measure #525 from set 1 [1 --> 2], RSSI = -39
Measure #525 from set 1 [2 --> 1], RSSI = -43
Measure #526 from set 1 [1 --> 2], RSSI = -41
Measure #526 from set 1 [2 --> 1], RSSI = -40
Measure #527 from set 1 [1 --> 2], RSSI = -40
Measure #527 from set 1 [2 --> 1], RSSI = -39
Measure #528 from set 1 [1 --> 2], RSSI = -37
Measure #528 from set 1 [2 --> 1], RSSI = -38
Measure #529 from set 1 [1 --> 2], RSSI = -33
Measure #529 from set 1 [2 --> 1], RSSI = -40
Measure #530 from set 1 [1 --> 2], RSSI = -37
Measure #530 from set 1 [2 --> 1], RSSI = -41
Measure #531 from set 1 [1 --> 2], RSSI = -37
Measure #531 from set 1 [2 --> 1], RSSI = -40
Measure #532 from set 1 [1 --> 2], RSSI = -47
Measure #532 from set 1 [2 --> 1], RSSI = -43
Measure #533 from set 1 [1 --> 2], RSSI = -42
Measure #533 from set 1 [2 --> 1], RSSI = -38
Measure #534 from set 1 [1 --> 2], RSSI = -32
Measure #534 from set 1 [2 --> 1], RSSI = -41
Measure #535 from set 1 [1 --> 2], RSSI = -39
Measure #535 from set 1 [2 --> 1], RSSI = -39
Measure #536 from set 1 [1 --> 2], RSSI = -37
Measure #536 from set 1 [2 --> 1], RSSI = -41
Measure #537 from set 1 [1 --> 2], RSSI = -43
Measure #537 from set 1 [2 --> 1], RSSI = -47
Measure #538 from set 1 [1 --> 2], RSSI = -43
Measure #538 from set 1 [2 --> 1], RSSI = -42
Measure #539 from set 1 [1 --> 2], RSSI = -40
Measure #539 from set 1 [2 --> 1], RSSI = -41
Measure #540 from set 1 [1 --> 2], RSSI = -38
Measure #540 from set 1 [2 --> 1], RSSI = -38
Measure #541 from set 1 [1 --> 2], RSSI = -33
Measure #541 from set 1 [2 --> 1], RSSI = -36
Measure #542 from set 1 [1 --> 2], RSSI = -31
Measure #542 from set 1 [2 --> 1], RSSI = -38
Measure #543 from set 1 [1 --> 2], RSSI = -36
Measure #543 from set 1 [2 --> 1], RSSI = -35
Measure #544 from set 1 [1 --> 2], RSSI = -31
Measure #544 from set 1 [2 --> 1], RSSI = -37
Measure #545 from set 1 [1 --> 2], RSSI = -37
Measure #545 from set 1 [2 --> 1], RSSI = -36
Measure #546 from set 1 [1 --> 2], RSSI = -39
Measure #546 from set 1 [2 --> 1], RSSI = -36
Measure #547 from set 1 [1 --> 2], RSSI = -37
Measure #547 from set 1 [2 --> 1], RSSI = -39
Measure #548 from set 1 [1 --> 2], RSSI = -33
Measure #548 from set 1 [2 --> 1], RSSI = -37
Measure #549 from set 1 [1 --> 2], RSSI = -31
Measure #549 from set 1 [2 --> 1], RSSI = -39
Measure #550 from set 1 [1 --> 2], RSSI = -37
Measure #550 from set 1 [2 --> 1], RSSI = -38
Measure #551 from set 1 [1 --> 2], RSSI = -33
Measure #551 from set 1 [2 --> 1], RSSI = -39
Measure #552 from set 1 [1 --> 2], RSSI = -37
Measure #552 from set 1 [2 --> 1], RSSI = -44
Measure #553 from set 1 [1 --> 2], RSSI = -42
Measure #553 from set 1 [2 --> 1], RSSI = -41
Measure #554 from set 1 [1 --> 2], RSSI = -39
Measure #554 from set 1 [2 --> 1], RSSI = -42
Measure #555 from set 1 [1 --> 2], RSSI = -40
Measure #555 from set 1 [2 --> 1], RSSI = -43
Measure #556 from set 1 [1 --> 2], RSSI = -40
Measure #556 from set 1 [2 --> 1], RSSI = -44
Measure #557 from set 1 [1 --> 2], RSSI = -43
Measure #557 from set 1 [2 --> 1], RSSI = -41
Measure #558 from set 1 [1 --> 2], RSSI = -39
Measure #558 from set 1 [2 --> 1], RSSI = -39
Measure #559 from set 1 [1 --> 2], RSSI = -37
Measure #559 from set 1 [2 --> 1], RSSI = -38
Measure #560 from set 1 [1 --> 2], RSSI = -36
Measure #560 from set 1 [2 --> 1], RSSI = -39
Measure #561 from set 1 [1 --> 2], RSSI = -33
Measure #561 from set 1 [2 --> 1], RSSI = -37
Measure #562 from set 1 [1 --> 2], RSSI = -33
Measure #562 from set 1 [2 --> 1], RSSI = -37
Measure #563 from set 1 [1 --> 2], RSSI = -33
Measure #563 from set 1 [2 --> 1], RSSI = -38
Measure #564 from set 1 [1 --> 2], RSSI = -36
Measure #564 from set 1 [2 --> 1], RSSI = -36
Measure #565 from set 1 [1 --> 2], RSSI = -31
Measure #565 from set 1 [2 --> 1], RSSI = -36
Measure #566 from set 1 [1 --> 2], RSSI = -33
Measure #566 from set 1 [2 --> 1], RSSI = -40
Measure #567 from set 1 [1 --> 2], RSSI = -37
Measure #567 from set 1 [2 --> 1], RSSI = -39
Measure #568 from set 1 [1 --> 2], RSSI = -35
Measure #568 from set 1 [2 --> 1], RSSI = -41
Measure #569 from set 1 [1 --> 2], RSSI = -41
Measure #569 from set 1 [2 --> 1], RSSI = -38
Measure #570 from set 1 [1 --> 2], RSSI = -35
Measure #570 from set 1 [2 --> 1], RSSI = -38
Measure #571 from set 1 [1 --> 2], RSSI = -36
Measure #571 from set 1 [2 --> 1], RSSI = -43
Measure #572 from set 1 [1 --> 2], RSSI = -45
Measure #572 from set 1 [2 --> 1], RSSI = -50
Measure #573 from set 1 [1 --> 2], RSSI = -41
Measure #573 from set 1 [2 --> 1], RSSI = -41
Measure #574 from set 1 [1 --> 2], RSSI = -39
Measure #574 from set 1 [2 --> 1], RSSI = -43
Measure #575 from set 1 [1 --> 2], RSSI = -45
Measure #575 from set 1 [2 --> 1], RSSI = -51
Measure #576 from set 1 [1 --> 2], RSSI = -45
Measure #576 from set 1 [2 --> 1], RSSI = -56
Measure #577 from set 1 [1 --> 2], RSSI = -54
Measure #577 from set 1 [2 --> 1], RSSI = -46
Measure #578 from set 1 [1 --> 2], RSSI = -44
Measure #578 from set 1 [2 --> 1], RSSI = -53
Measure #579 from set 1 [1 --> 2], RSSI = -43
Measure #579 from set 1 [2 --> 1], RSSI = -40
Measure #580 from set 1 [1 --> 2], RSSI = -37
Measure #580 from set 1 [2 --> 1], RSSI = -45
Measure #581 from set 1 [1 --> 2], RSSI = -40
Measure #581 from set 1 [2 --> 1], RSSI = -58
Measure #582 from set 1 [1 --> 2], RSSI = -54
Measure #582 from set 1 [2 --> 1], RSSI = -39
Measure #583 from set 1 [1 --> 2], RSSI = -37
Measure #583 from set 1 [2 --> 1], RSSI = -39
Measure #584 from set 1 [1 --> 2], RSSI = -37
Measure #584 from set 1 [2 --> 1], RSSI = -41
Measure #585 from set 1 [1 --> 2], RSSI = -39
Measure #585 from set 1 [2 --> 1], RSSI = -41
Measure #586 from set 1 [1 --> 2], RSSI = -41
Measure #586 from set 1 [2 --> 1], RSSI = -43
Measure #587 from set 1 [1 --> 2], RSSI = -43
Measure #587 from set 1 [2 --> 1], RSSI = -57
Measure #588 from set 1 [2 --> 1], RSSI = -51
Measure #588 from set 1 [1 --> 2], RSSI = -46
Measure #589 from set 1 [2 --> 1], RSSI = -42
Measure #589 from set 1 [1 --> 2], RSSI = -38
Measure #590 from set 1 [2 --> 1], RSSI = -43
Measure #590 from set 1 [1 --> 2], RSSI = -37
Measure #591 from set 1 [2 --> 1], RSSI = -37
Measure #591 from set 1 [1 --> 2], RSSI = -35
Measure #592 from set 1 [2 --> 1], RSSI = -39
Measure #592 from set 1 [1 --> 2], RSSI = -34
Measure #593 from set 1 [2 --> 1], RSSI = -37
Measure #593 from set 1 [1 --> 2], RSSI = -33
Measure #594 from set 1 [2 --> 1], RSSI = -36
Measure #594 from set 1 [1 --> 2], RSSI = -33
Measure #595 from set 1 [2 --> 1], RSSI = -36
Measure #595 from set 1 [1 --> 2], RSSI = -31
Measure #596 from set 1 [2 --> 1], RSSI = -37
Measure #596 from set 1 [1 --> 2], RSSI = -35
Measure #597 from set 1 [2 --> 1], RSSI = -41
Measure #597 from set 1 [1 --> 2], RSSI = -39
Measure #598 from set 1 [2 --> 1], RSSI = -40
Measure #598 from set 1 [1 --> 2], RSSI = -37
Measure #599 from set 1 [2 --> 1], RSSI = -43
Measure #599 from set 1 [1 --> 2], RSSI = -40
Measure #600 from set 1 [2 --> 1], RSSI = -38
Measure #600 from set 1 [1 --> 2], RSSI = -34
Measure #601 from set 1 [2 --> 1], RSSI = -39
Measure #601 from set 1 [1 --> 2], RSSI = -37
Measure #602 from set 1 [2 --> 1], RSSI = -39
Measure #602 from set 1 [1 --> 2], RSSI = -36
Measure #603 from set 1 [2 --> 1], RSSI = -39
Measure #603 from set 1 [1 --> 2], RSSI = -36
Measure #604 from set 1 [2 --> 1], RSSI = -39
Measure #604 from set 1 [1 --> 2], RSSI = -36
Measure #605 from set 1 [2 --> 1], RSSI = -39
Measure #605 from set 1 [1 --> 2], RSSI = -37
Measure #606 from set 1 [2 --> 1], RSSI = -41
Measure #606 from set 1 [2 --> 1], RSSI = -41
Measure #606 from set 1 [1 --> 2], RSSI = -39
Measure #607 from set 1 [2 --> 1], RSSI = -42
Measure #607 from set 1 [1 --> 2], RSSI = -40
Measure #608 from set 1 [2 --> 1], RSSI = -37
Measure #608 from set 1 [1 --> 2], RSSI = -34
Measure #609 from set 1 [2 --> 1], RSSI = -39
Measure #609 from set 1 [1 --> 2], RSSI = -33
Measure #610 from set 1 [2 --> 1], RSSI = -38
Measure #610 from set 1 [1 --> 2], RSSI = -34
Measure #611 from set 1 [2 --> 1], RSSI = -39
Measure #611 from set 1 [1 --> 2], RSSI = -39
Measure #612 from set 1 [2 --> 1], RSSI = -45
Measure #612 from set 1 [1 --> 2], RSSI = -44
Measure #613 from set 1 [2 --> 1], RSSI = -53
Measure #613 from set 1 [1 --> 2], RSSI = -47
Measure #614 from set 1 [2 --> 1], RSSI = -41
Measure #614 from set 1 [1 --> 2], RSSI = -39
Measure #615 from set 1 [2 --> 1], RSSI = -37
Measure #615 from set 1 [1 --> 2], RSSI = -31
Measure #616 from set 1 [2 --> 1], RSSI = -37
Measure #616 from set 1 [1 --> 2], RSSI = -35
Measure #617 from set 1 [2 --> 1], RSSI = -37
Measure #617 from set 1 [1 --> 2], RSSI = -33
Measure #618 from set 1 [2 --> 1], RSSI = -39
Measure #618 from set 1 [1 --> 2], RSSI = -37
Measure #619 from set 1 [2 --> 1], RSSI = -40
Measure #619 from set 1 [1 --> 2], RSSI = -37
Measure #620 from set 1 [2 --> 1], RSSI = -37
Measure #620 from set 1 [1 --> 2], RSSI = -32
Measure #621 from set 1 [2 --> 1], RSSI = -37
Measure #621 from set 1 [1 --> 2], RSSI = -31
Measure #622 from set 1 [2 --> 1], RSSI = -31
Measure #622 from set 1 [1 --> 2], RSSI = -29
Measure #623 from set 1 [2 --> 1], RSSI = -35
Measure #623 from set 1 [1 --> 2], RSSI = -30
Measure #624 from set 1 [2 --> 1], RSSI = -37
Measure #624 from set 1 [1 --> 2], RSSI = -31
Measure #625 from set 1 [2 --> 1], RSSI = -35
Measure #625 from set 1 [1 --> 2], RSSI = -32
Measure #626 from set 1 [2 --> 1], RSSI = -37
Measure #626 from set 1 [1 --> 2], RSSI = -32
Measure #627 from set 1 [2 --> 1], RSSI = -37
Measure #627 from set 1 [1 --> 2], RSSI = -33
Measure #628 from set 1 [2 --> 1], RSSI = -41
Measure #628 from set 1 [1 --> 2], RSSI = -37
Measure #629 from set 1 [2 --> 1], RSSI = -40
Measure #629 from set 1 [1 --> 2], RSSI = -37
Measure #630 from set 1 [2 --> 1], RSSI = -39
Measure #630 from set 1 [1 --> 2], RSSI = -39
Measure #631 from set 1 [2 --> 1], RSSI = -41
Measure #631 from set 1 [1 --> 2], RSSI = -37
Measure #632 from set 1 [2 --> 1], RSSI = -42
Measure #632 from set 1 [1 --> 2], RSSI = -40
Measure #633 from set 1 [2 --> 1], RSSI = -43
Measure #633 from set 1 [1 --> 2], RSSI = -41
Measure #634 from set 1 [2 --> 1], RSSI = -41
Measure #634 from set 1 [1 --> 2], RSSI = -39
Measure #635 from set 1 [2 --> 1], RSSI = -41
Measure #635 from set 1 [1 --> 2], RSSI = -39
Measure #636 from set 1 [2 --> 1], RSSI = -40
Measure #636 from set 1 [1 --> 2], RSSI = -36
Measure #637 from set 1 [2 --> 1], RSSI = -43
Measure #637 from set 1 [1 --> 2], RSSI = -41
Measure #638 from set 1 [2 --> 1], RSSI = -43
Measure #638 from set 1 [1 --> 2], RSSI = -41
Measure #639 from set 1 [2 --> 1], RSSI = -41
Measure #639 from set 1 [1 --> 2], RSSI = -38
Measure #640 from set 1 [2 --> 1], RSSI = -41
Measure #640 from set 1 [1 --> 2], RSSI = -39
Measure #641 from set 1 [2 --> 1], RSSI = -41
Measure #641 from set 1 [1 --> 2], RSSI = -37
Measure #642 from set 1 [2 --> 1], RSSI = -41
Measure #642 from set 1 [1 --> 2], RSSI = -39
Measure #643 from set 1 [2 --> 1], RSSI = -36
Measure #643 from set 1 [1 --> 2], RSSI = -32
Measure #644 from set 1 [2 --> 1], RSSI = -37
Measure #644 from set 1 [1 --> 2], RSSI = -33
Measure #645 from set 1 [2 --> 1], RSSI = -37
Measure #645 from set 1 [1 --> 2], RSSI = -33
Measure #646 from set 1 [2 --> 1], RSSI = -35
Measure #646 from set 1 [1 --> 2], RSSI = -32
Measure #647 from set 1 [2 --> 1], RSSI = -35
Measure #647 from set 1 [1 --> 2], RSSI = -31
Measure #648 from set 1 [2 --> 1], RSSI = -37
Measure #648 from set 1 [1 --> 2], RSSI = -32
Measure #649 from set 1 [2 --> 1], RSSI = -38
Measure #649 from set 1 [1 --> 2], RSSI = -36
Measure #650 from set 1 [2 --> 1], RSSI = -55
Measure #650 from set 1 [1 --> 2], RSSI = -53
Measure #651 from set 1 [2 --> 1], RSSI = -50
Measure #651 from set 1 [1 --> 2], RSSI = -45
Measure #652 from set 1 [2 --> 1], RSSI = -59
Measure #652 from set 1 [1 --> 2], RSSI = -53
Measure #653 from set 1 [2 --> 1], RSSI = -45
Measure #653 from set 1 [1 --> 2], RSSI = -41
Measure #654 from set 1 [2 --> 1], RSSI = -43
Measure #654 from set 1 [1 --> 2], RSSI = -41
Measure #655 from set 1 [2 --> 1], RSSI = -47
Measure #655 from set 1 [1 --> 2], RSSI = -45
Measure #656 from set 1 [2 --> 1], RSSI = -53
Measure #656 from set 1 [1 --> 2], RSSI = -53
Measure #657 from set 1 [2 --> 1], RSSI = -58
Measure #657 from set 1 [1 --> 2], RSSI = -49
Measure #658 from set 1 [2 --> 1], RSSI = -51
Measure #658 from set 1 [1 --> 2], RSSI = -45
Measure #659 from set 1 [2 --> 1], RSSI = -50
Measure #659 from set 1 [1 --> 2], RSSI = -56
Measure #660 from set 1 [2 --> 1], RSSI = -43
Measure #660 from set 1 [1 --> 2], RSSI = -39
Measure #661 from set 1 [2 --> 1], RSSI = -41
Measure #661 from set 1 [1 --> 2], RSSI = -39
Measure #662 from set 1 [2 --> 1], RSSI = -39
Measure #662 from set 1 [1 --> 2], RSSI = -35
Measure #663 from set 1 [2 --> 1], RSSI = -38
Measure #663 from set 1 [1 --> 2], RSSI = -36
Measure #664 from set 1 [2 --> 1], RSSI = -51
Measure #664 from set 1 [1 --> 2], RSSI = -44
Measure #665 from set 1 [2 --> 1], RSSI = -50
Measure #665 from set 1 [1 --> 2], RSSI = -44
Measure #666 from set 1 [2 --> 1], RSSI = -51
Measure #666 from set 1 [1 --> 2], RSSI = -45
Measure #667 from set 1 [2 --> 1], RSSI = -50
Measure #667 from set 1 [1 --> 2], RSSI = -43
Measure #668 from set 1 [2 --> 1], RSSI = -49
Measure #668 from set 1 [1 --> 2], RSSI = -43
Measure #669 from set 1 [2 --> 1], RSSI = -47
Measure #669 from set 1 [1 --> 2], RSSI = -55
Measure #670 from set 1 [2 --> 1], RSSI = -40
Measure #670 from set 1 [1 --> 2], RSSI = -37
Measure #671 from set 1 [2 --> 1], RSSI = -43
Measure #671 from set 1 [1 --> 2], RSSI = -39
Measure #672 from set 1 [2 --> 1], RSSI = -37
Measure #672 from set 1 [1 --> 2], RSSI = -32
Measure #673 from set 1 [2 --> 1], RSSI = -39
Measure #673 from set 1 [1 --> 2], RSSI = -39
Measure #674 from set 1 [2 --> 1], RSSI = -44
Measure #674 from set 1 [1 --> 2], RSSI = -42
Measure #675 from set 1 [2 --> 1], RSSI = -42
Measure #675 from set 1 [1 --> 2], RSSI = -43
Measure #676 from set 1 [2 --> 1], RSSI = -43
Measure #676 from set 1 [1 --> 2], RSSI = -39
Measure #677 from set 1 [2 --> 1], RSSI = -41
Measure #677 from set 1 [1 --> 2], RSSI = -39
Measure #678 from set 1 [2 --> 1], RSSI = -38
Measure #678 from set 1 [1 --> 2], RSSI = -36
Measure #679 from set 1 [2 --> 1], RSSI = -40
Measure #679 from set 1 [1 --> 2], RSSI = -38
Measure #680 from set 1 [2 --> 1], RSSI = -38
Measure #680 from set 1 [1 --> 2], RSSI = -33
Measure #681 from set 1 [2 --> 1], RSSI = -43
Measure #681 from set 1 [1 --> 2], RSSI = -46
Measure #682 from set 1 [2 --> 1], RSSI = -54
Measure #682 from set 1 [1 --> 2], RSSI = -45
Measure #683 from set 1 [2 --> 1], RSSI = -43
Measure #683 from set 1 [1 --> 2], RSSI = -43
Measure #683 from set 1 [1 --> 2], RSSI = -43
Measure #683 from set 1 [1 --> 2], RSSI = -43
Measure #684 from set 1 [2 --> 1], RSSI = -45
Measure #684 from set 1 [1 --> 2], RSSI = -44
Measure #685 from set 1 [2 --> 1], RSSI = -42
Measure #685 from set 1 [1 --> 2], RSSI = -42
Measure #686 from set 1 [2 --> 1], RSSI = -45
Measure #686 from set 1 [1 --> 2], RSSI = -40
Measure #687 from set 1 [2 --> 1], RSSI = -43
Measure #687 from set 1 [1 --> 2], RSSI = -42
Measure #688 from set 1 [2 --> 1], RSSI = -41
Measure #688 from set 1 [1 --> 2], RSSI = -38
Measure #689 from set 1 [2 --> 1], RSSI = -40
Measure #689 from set 1 [1 --> 2], RSSI = -40
Measure #690 from set 1 [2 --> 1], RSSI = -49
Measure #690 from set 1 [1 --> 2], RSSI = -45
Measure #691 from set 1 [2 --> 1], RSSI = -50
Measure #691 from set 1 [1 --> 2], RSSI = -46
Measure #692 from set 1 [2 --> 1], RSSI = -45
Measure #692 from set 1 [1 --> 2], RSSI = -42
Measure #693 from set 1 [2 --> 1], RSSI = -43
Measure #693 from set 1 [1 --> 2], RSSI = -41
Measure #694 from set 1 [2 --> 1], RSSI = -43
Measure #694 from set 1 [1 --> 2], RSSI = -39
Measure #695 from set 1 [2 --> 1], RSSI = -44
Measure #695 from set 1 [1 --> 2], RSSI = -41
Measure #696 from set 1 [2 --> 1], RSSI = -49
Measure #696 from set 1 [1 --> 2], RSSI = -47
Measure #697 from set 1 [2 --> 1], RSSI = -54
Measure #697 from set 1 [1 --> 2], RSSI = -45
Measure #698 from set 1 [2 --> 1], RSSI = -45
Measure #698 from set 1 [1 --> 2], RSSI = -42
Measure #699 from set 1 [2 --> 1], RSSI = -51
Measure #699 from set 1 [1 --> 2], RSSI = -50
Measure #700 from set 1 [2 --> 1], RSSI = -45
Measure #700 from set 1 [1 --> 2], RSSI = -40
Measure #701 from set 1 [2 --> 1], RSSI = -43
Measure #701 from set 1 [1 --> 2], RSSI = -45
Measure #702 from set 1 [2 --> 1], RSSI = -45
Measure #702 from set 1 [1 --> 2], RSSI = -43
Measure #703 from set 1 [2 --> 1], RSSI = -43
Measure #703 from set 1 [1 --> 2], RSSI = -41
Measure #704 from set 1 [2 --> 1], RSSI = -43
Measure #704 from set 1 [1 --> 2], RSSI = -39
Measure #705 from set 1 [2 --> 1], RSSI = -45
Measure #705 from set 1 [1 --> 2], RSSI = -41
Measure #706 from set 1 [2 --> 1], RSSI = -43
Measure #706 from set 1 [1 --> 2], RSSI = -39
Measure #707 from set 1 [2 --> 1], RSSI = -41
Measure #707 from set 1 [1 --> 2], RSSI = -39
Measure #708 from set 1 [2 --> 1], RSSI = -43
Measure #708 from set 1 [1 --> 2], RSSI = -41
Measure #709 from set 1 [2 --> 1], RSSI = -47
Measure #709 from set 1 [1 --> 2], RSSI = -49
Measure #710 from set 1 [2 --> 1], RSSI = -54
Measure #710 from set 1 [1 --> 2], RSSI = -51
Measure #711 from set 1 [2 --> 1], RSSI = -52
Measure #711 from set 1 [1 --> 2], RSSI = -51
Measure #712 from set 1 [2 --> 1], RSSI = -55
Measure #712 from set 1 [1 --> 2], RSSI = -53
Measure #713 from set 1 [2 --> 1], RSSI = -53
Measure #713 from set 1 [1 --> 2], RSSI = -50
Measure #714 from set 1 [2 --> 1], RSSI = -49
Measure #714 from set 1 [1 --> 2], RSSI = -50
Measure #715 from set 1 [2 --> 1], RSSI = -50
Measure #715 from set 1 [1 --> 2], RSSI = -44
Measure #716 from set 1 [2 --> 1], RSSI = -45
Measure #716 from set 1 [1 --> 2], RSSI = -43
Measure #717 from set 1 [2 --> 1], RSSI = -45
Measure #717 from set 1 [1 --> 2], RSSI = -43
Measure #718 from set 1 [2 --> 1], RSSI = -45
Measure #718 from set 1 [1 --> 2], RSSI = -42
Measure #719 from set 1 [2 --> 1], RSSI = -43
Measure #719 from set 1 [1 --> 2], RSSI = -40
Measure #720 from set 1 [2 --> 1], RSSI = -42
Measure #720 from set 1 [1 --> 2], RSSI = -40
Measure #721 from set 1 [2 --> 1], RSSI = -42
Measure #721 from set 1 [1 --> 2], RSSI = -41
Measure #722 from set 1 [2 --> 1], RSSI = -45
Measure #722 from set 1 [1 --> 2], RSSI = -41
Measure #723 from set 1 [2 --> 1], RSSI = -45
Measure #723 from set 1 [1 --> 2], RSSI = -45
Measure #724 from set 1 [2 --> 1], RSSI = -45
Measure #724 from set 1 [1 --> 2], RSSI = -42
Measure #725 from set 1 [2 --> 1], RSSI = -45
Measure #725 from set 1 [1 --> 2], RSSI = -43
Measure #726 from set 1 [2 --> 1], RSSI = -45
Measure #726 from set 1 [1 --> 2], RSSI = -42
Measure #727 from set 1 [2 --> 1], RSSI = -43
Measure #727 from set 1 [1 --> 2], RSSI = -41
Measure #728 from set 1 [2 --> 1], RSSI = -42
Measure #728 from set 1 [1 --> 2], RSSI = -39
Measure #729 from set 1 [2 --> 1], RSSI = -43
Measure #729 from set 1 [1 --> 2], RSSI = -40
Measure #730 from set 1 [2 --> 1], RSSI = -43
Measure #730 from set 1 [1 --> 2], RSSI = -40
Measure #731 from set 1 [2 --> 1], RSSI = -43
Measure #731 from set 1 [1 --> 2], RSSI = -41
Measure #732 from set 1 [2 --> 1], RSSI = -49
Measure #732 from set 1 [1 --> 2], RSSI = -45
Measure #733 from set 1 [2 --> 1], RSSI = -49
Measure #733 from set 1 [1 --> 2], RSSI = -45
Measure #734 from set 1 [2 --> 1], RSSI = -50
Measure #734 from set 1 [1 --> 2], RSSI = -46
Measure #735 from set 1 [2 --> 1], RSSI = -46
Measure #735 from set 1 [1 --> 2], RSSI = -45
Measure #736 from set 1 [2 --> 1], RSSI = -45
Measure #736 from set 1 [1 --> 2], RSSI = -43
Measure #737 from set 1 [2 --> 1], RSSI = -45
Measure #737 from set 1 [1 --> 2], RSSI = -45
Measure #738 from set 1 [2 --> 1], RSSI = -49
Measure #738 from set 1 [1 --> 2], RSSI = -42
Measure #739 from set 1 [2 --> 1], RSSI = -43
Measure #739 from set 1 [1 --> 2], RSSI = -43
Measure #740 from set 1 [2 --> 1], RSSI = -39
Measure #740 from set 1 [1 --> 2], RSSI = -40
Measure #741 from set 1 [2 --> 1], RSSI = -52
Measure #741 from set 1 [1 --> 2], RSSI = -48
Measure #742 from set 1 [2 --> 1], RSSI = -45
Measure #742 from set 1 [1 --> 2], RSSI = -42
Measure #743 from set 1 [2 --> 1], RSSI = -46
Measure #743 from set 1 [1 --> 2], RSSI = -42
Measure #744 from set 1 [2 --> 1], RSSI = -43
Measure #744 from set 1 [1 --> 2], RSSI = -40
Measure #745 from set 1 [2 --> 1], RSSI = -40
Measure #745 from set 1 [1 --> 2], RSSI = -38
Measure #746 from set 1 [2 --> 1], RSSI = -42
Measure #746 from set 1 [1 --> 2], RSSI = -41
Measure #747 from set 1 [2 --> 1], RSSI = -44
Measure #747 from set 1 [1 --> 2], RSSI = -44
Measure #748 from set 1 [2 --> 1], RSSI = -46
Measure #748 from set 1 [1 --> 2], RSSI = -45
Measure #749 from set 1 [2 --> 1], RSSI = -42
Measure #749 from set 1 [1 --> 2], RSSI = -40
Measure #750 from set 1 [2 --> 1], RSSI = -39
Measure #750 from set 1 [1 --> 2], RSSI = -37
Measure #751 from set 1 [2 --> 1], RSSI = -38
Measure #751 from set 1 [1 --> 2], RSSI = -36
Measure #752 from set 1 [2 --> 1], RSSI = -40
Measure #752 from set 1 [1 --> 2], RSSI = -40
Measure #753 from set 1 [2 --> 1], RSSI = -51
Measure #753 from set 1 [1 --> 2], RSSI = -52
Measure #754 from set 1 [2 --> 1], RSSI = -47
Measure #754 from set 1 [1 --> 2], RSSI = -46
Measure #755 from set 1 [2 --> 1], RSSI = -43
Measure #755 from set 1 [1 --> 2], RSSI = -39
Measure #756 from set 1 [2 --> 1], RSSI = -41
Measure #756 from set 1 [1 --> 2], RSSI = -39
Measure #757 from set 1 [2 --> 1], RSSI = -54
Measure #757 from set 1 [1 --> 2], RSSI = -51
Measure #758 from set 1 [2 --> 1], RSSI = -45
Measure #758 from set 1 [1 --> 2], RSSI = -37
Measure #759 from set 1 [2 --> 1], RSSI = -37
Measure #759 from set 1 [1 --> 2], RSSI = -33
Measure #760 from set 1 [2 --> 1], RSSI = -37
Measure #760 from set 1 [1 --> 2], RSSI = -32
Measure #761 from set 1 [2 --> 1], RSSI = -37
Measure #761 from set 1 [1 --> 2], RSSI = -32
Measure #762 from set 1 [2 --> 1], RSSI = -36
Measure #762 from set 1 [1 --> 2], RSSI = -32
Measure #763 from set 1 [2 --> 1], RSSI = -38
Measure #763 from set 1 [1 --> 2], RSSI = -37
Measure #764 from set 1 [2 --> 1], RSSI = -37
Measure #764 from set 1 [1 --> 2], RSSI = -33
Measure #765 from set 1 [2 --> 1], RSSI = -35
Measure #765 from set 1 [1 --> 2], RSSI = -30
Measure #766 from set 1 [2 --> 1], RSSI = -35
Measure #766 from set 1 [1 --> 2], RSSI = -33
Measure #767 from set 1 [2 --> 1], RSSI = -37
Measure #767 from set 1 [1 --> 2], RSSI = -37
Measure #768 from set 1 [2 --> 1], RSSI = -37
Measure #768 from set 1 [1 --> 2], RSSI = -31
Measure #769 from set 1 [2 --> 1], RSSI = -37
Measure #769 from set 1 [1 --> 2], RSSI = -35
Measure #770 from set 1 [2 --> 1], RSSI = -37
Measure #770 from set 1 [1 --> 2], RSSI = -34
Measure #771 from set 1 [2 --> 1], RSSI = -37
Measure #771 from set 1 [1 --> 2], RSSI = -35
Measure #772 from set 1 [2 --> 1], RSSI = -40
Measure #772 from set 1 [1 --> 2], RSSI = -39
Measure #773 from set 1 [2 --> 1], RSSI = -39
